family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	boundary	0
5	3	1	3	good_allowed	768
5	5	1	5	good_allowed	768
5	7	1	7	good_allowed	768
5	8	1	8	good_allowed	768
5	9	1	9	boundary	0
5	10	1	10	good_allowed	768
5	11	1	11	good_allowed	768
5	12	1	12	boundary	0
5	13	1	13	good_allowed	768
5	14	1	14	good_allowed	768
5	16	1	16	good_allowed	768
5	17	1	17	good_allowed	768
5	18	1	18	boundary	0
5	19	1	19	good_allowed	768
5	21	1	21	good_allowed	768
5	22	1	22	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	384
6	3	1	3	boundary	0
6	4	1	4	good_allowed	384
6	5	1	5	good_allowed	384
6	6	1	6	good_allowed	384
6	7	1	7	good_allowed	384
6	8	1	8	boundary	0
6	9	1	9	good_allowed	384
6	10	1	10	good_allowed	384
6	11	1	11	good_allowed	384
6	12	1	12	good_allowed	384
6	13	1	13	boundary	0
6	14	1	14	good_allowed	384
6	16	1	16	boundary	0
6	18	1	18	good_allowed	384
6	21	1	21	good_allowed	384
6	22	1	22	boundary	0
6	1	0	infinity	boundary	0
