family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	3	1	3	boundary	0
5	9	1	9	boundary	0
5	12	1	12	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	boundary	0
6	3	1	3	boundary	0
6	4	1	4	boundary	0
6	5	1	5	boundary	0
6	6	1	6	boundary	0
6	7	1	7	boundary	0
6	8	1	8	boundary	0
6	9	1	9	boundary	0
6	10	1	10	boundary	0
6	11	1	11	boundary	0
6	12	1	12	boundary	0
6	1	0	infinity	boundary	0
